organization_formal_name,monitoring_location_identifier,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,characteristic_name,result_measure_value,result_measure_measure_unit_code,result_status_identifier,result_analytical_method_method_name,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code
USGS California Water Science Center,USGS-11455142,2015-11-17,09:00:00,PST,Ammonia and ammonium,0.04,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455142,2015-11-17,09:00:00,PST,Nitrite,0.01,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455142,2015-11-17,09:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.71,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11312676,2015-03-25,09:37:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455420,2015-04-03,09:15:00,PST,Suspended Sediment Concentration (SSC),17,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455350,2015-01-28,14:45:00,PST,Suspended Sediment Concentration (SSC),11,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11337080,2016-10-19,09:12:00,PST,Suspended Sediment Concentration (SSC),11,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-10-10,13:33:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.28,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455315,2018-09-05,10:20:00,PST,Organic carbon,2.4,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-11303500,2016-12-07,09:30:00,PST,Suspended Sediment Concentration (SSC),15,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455335,2015-01-28,15:00:00,PST,Suspended Sediment Concentration (SSC),12,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2015-12-07,10:48:00,PST,Suspended Sediment Concentration (SSC),6,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447850,2015-03-19,14:15:00,PST,Suspended Sediment Concentration (SSC),6,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455420,2016-04-18,08:30:00,PST,Ammonia and ammonium,0.21,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455420,2016-04-18,08:30:00,PST,Nitrite,0.009,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455420,2016-04-18,08:30:00,PST,Inorganic nitrogen (nitrate and nitrite),0.186,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11455420,2016-04-18,08:30:00,PST,Orthophosphate,0.056,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455146,2018-05-30,11:00:00,PST,UV 254,0.112,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.0024500000000000004,units/cm
USGS California Water Science Center,USGS-11447890,2015-12-15,09:15:00,PST,Ammonia and ammonium,0.42,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455420,2016-04-18,08:30:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.57,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2015-12-15,09:15:00,PST,Inorganic nitrogen (nitrate and nitrite),0.293,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2015-12-15,09:15:00,PST,Orthophosphate,0.089,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2015-12-15,09:15:00,PST,Pheophytin a,1.4,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2016-01-27,09:30:00,PST,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2015-12-15,09:15:00,PST,Chlorophyll a,1,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11312676,2015-04-28,11:00:00,PST,Suspended Sediment Concentration (SSC),7,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-01-27,09:30:00,PST,Orthophosphate,0.04,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-01-27,09:30:00,PST,Organic carbon,4.06,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",NA,NA,NA
USGS California Water Science Center,USGS-11313405,2018-12-04,12:13:00,PST,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-11-07,13:42:00,PST,Suspended Sediment Concentration (SSC),3,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,16:05:00,PST,UV 254,2.8,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-380631122032201,2018-05-17,09:34:00,PST,Ammonia and ammonium,0.08,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-380631122032201,2018-05-17,09:34:00,PST,Orthophosphate,0.072,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-12-17,10:36:00,PST,Suspended Sediment Concentration (SSC),11,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2016-01-26,09:40:00,PST,Orthophosphate,0.21,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455167,2015-11-23,09:50:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455146,2016-07-11,09:41:00,PST,Suspended Sediment Concentration (SSC),51,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-11-29,10:59:00,PST,Suspended Sediment Concentration (SSC),28,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455142,2019-02-20,10:15:00,PST,Nitrite,0.003,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-01-27,14:01:00,PST,Suspended Sediment Concentration (SSC),52,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-02-23,11:00:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-02-23,11:00:00,PST,Nitrite,0.002,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-02-23,11:00:00,PST,Inorganic nitrogen (nitrate and nitrite),0.22,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-02-23,11:00:00,PST,Pheophytin a,3.4,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2016-02-23,11:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.78,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-02-23,11:00:00,PST,Chlorophyll a,2.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455140,2018-03-08,12:45:00,PST,Chlorophyll a,13.3,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455146,2016-09-20,13:17:00,PST,Suspended Sediment Concentration (SSC),26,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2016-11-30,07:00:00,PST,Suspended Sediment Concentration (SSC),17,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-04-19,12:00:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-11,13:55:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-04-19,12:00:00,PST,Inorganic nitrogen (nitrate and nitrite),0.06,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-04-19,12:00:00,PST,Orthophosphate,0.02,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-04-19,12:00:00,PST,Chlorophyll a,3.2,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11303500,2015-02-18,14:39:00,PST,Suspended Sediment Concentration (SSC),15,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2015-12-07,10:42:00,PST,Suspended Sediment Concentration (SSC),9,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455350,2016-12-08,11:00:00,PST,Nitrite,0.01,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2015-01-05,15:12:00,PST,Suspended Sediment Concentration (SSC),10,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455350,2016-12-08,11:00:00,PST,Orthophosphate,0.08,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2015-11-30,11:30:00,PST,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2015-11-30,11:30:00,PST,Nitrite,0.002,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2015-11-30,11:30:00,PST,Inorganic nitrogen (nitrate and nitrite),0.78,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,Ammonia and ammonium,0.02,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,Nitrite,0.007,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,Inorganic nitrogen (nitrate and nitrite),1.54,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,Orthophosphate,0.155,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,Organic carbon,3.33,mg/l,Accepted,"DOC, 0.7um GFF,acid,persulfateIR",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,UV 254,0.119,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1.89,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,UV 254,3.6,L/mgDOC*m,Accepted,Computation by NWIS algorithm,NA,NA,NA
USGS California Water Science Center,USGS-11303500,2016-12-06,11:00:00,PST,Suspended Sediment Concentration (SSC),60,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11312676,2019-12-19,10:45:00,PST,Ammonia and ammonium,0.08,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455165,2015-03-27,09:09:00,PST,Suspended Sediment Concentration (SSC),7,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455350,2016-05-06,15:00:00,PST,Inorganic nitrogen (nitrate and nitrite),0.192,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2016-05-06,15:00:00,PST,Orthophosphate,0.111,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2016-05-06,15:00:00,PST,UV 254,0.109,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.00967,units/cm
USGS California Water Science Center,USGS-11455350,2016-05-06,15:00:00,PST,Pheophytin a,9.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455350,2016-05-06,15:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.54,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2016-05-06,15:00:00,PST,Chlorophyll a,24.1,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447850,2016-03-09,12:30:00,PST,Suspended Sediment Concentration (SSC),167,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-06-21,10:15:00,PST,Chlorophyll a,1.7,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11303500,2016-12-06,14:14:00,PST,Suspended Sediment Concentration (SSC),16,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-06-21,10:15:00,PST,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-06-21,10:15:00,PST,Nitrite,NA,NA,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-06-21,10:15:00,PST,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-06-21,10:15:00,PST,Orthophosphate,0.02,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2016-06-21,10:15:00,PST,Pheophytin a,2.5,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2016-06-21,10:15:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1.56,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,Pheophytin a,1.3,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.56,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455420,2015-04-03,07:30:00,PST,Suspended Sediment Concentration (SSC),26,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447850,2015-01-27,10:45:00,PST,Suspended Sediment Concentration (SSC),4,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-11-03,13:43:00,PST,Suspended Sediment Concentration (SSC),19,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455139,2015-10-20,13:19:00,PST,Suspended Sediment Concentration (SSC),48,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2015-07-07,11:30:00,PST,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-07-07,11:30:00,PST,Orthophosphate,0.02,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-07-07,11:30:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.14,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455420,2015-01-21,10:00:00,PST,Suspended Sediment Concentration (SSC),15,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455139,2015-12-08,10:00:00,PST,Nitrite,0.006,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11313405,2018-05-15,12:55:00,PST,Chlorophyll a,1.9,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447890,2016-07-28,09:00:00,PST,Ammonia and ammonium,0.3,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2016-07-28,09:00:00,PST,Nitrite,0.006,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-01-29,11:33:00,PST,Suspended Sediment Concentration (SSC),4,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-12-08,09:30:00,PST,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447890,2016-07-28,09:00:00,PST,Pheophytin a,2.7,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447850,2015-11-25,12:00:00,PST,Suspended Sediment Concentration (SSC),3,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11336790,2015-04-14,12:20:00,PST,Suspended Sediment Concentration (SSC),21,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455315,2015-11-05,11:00:00,PST,Orthophosphate,0.1,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455315,2015-11-05,11:00:00,PST,Ammonia and ammonium,0.29,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455315,2015-11-05,11:00:00,PST,Nitrite,0.04,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-12-07,10:52:00,PST,Suspended Sediment Concentration (SSC),7,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447890,2016-09-28,08:45:00,PST,Nitrite,0.004,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
